xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,space,0.260526895523,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
-200,t,200,0,0,0,1,0,0,0,0,,,,,,,,,,,t,1,0.384181976318,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
-200,t,200,0,0,0,1,,,,,,,,,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
200,h,-200,0,1,1,2,,,,,,,,,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
200,y,200,0,2,2,0,,,,,,,,,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
-200,g,-200,0,3,3,3,,,,,,,,,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
200,y,200,,,,,,,,,0,0,0,0,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
-200,t,200,,,,,,,,,0,1,1,1,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
200,h,-200,,,,,,,,,0,2,2,2,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
-200,g,-200,,,,,,,,,0,3,3,3,,,,,,,,,,LearningTask,,,59.9426912804,3,2015_Mar_18_1610,300,
