xPos,corrAns,yPos,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,space,6.20615506172,,,,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,k,-200,0,0,0,0,None,0,0,0,2,,,,,,,,k,1,0.367678880692,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,i,200,0,0,0,0,None,0,1,1,0,,,,,,,,i,1,0.284230232239,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,j,-200,0,0,0,0,None,0,2,2,3,,,,,,,,j,1,0.384529829025,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,k,-200,0,0,0,0,None,0,3,3,2,,,,,,,,k,1,0.284304141998,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,k,-200,0,0,0,0,None,1,0,4,2,,,,,,,,k,1,0.347064971924,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,j,-200,0,0,0,0,None,1,1,5,3,,,,,,,,j,1,0.350935935974,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,u,200,0,0,0,0,None,1,2,6,1,,,,,,,,u,1,0.484449863434,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,u,200,0,0,0,0,None,1,3,7,1,,,,,,,,u,1,0.334193944931,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,u,200,0,0,0,0,None,2,0,8,1,,,,,,,,u,1,0.584448099136,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
-200,u,200,0,0,0,0,None,2,1,9,1,,,,,,,,u,1,0.717761039734,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,i,200,0,0,0,0,None,2,2,10,0,,,,,,,,i,1,0.740698099136,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,k,-200,0,0,0,0,None,2,3,11,2,,,,,,,,k,1,0.317174911499,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
200,i,200,0,0,0,0,None,3,0,12,0,,,,,,,,i,1,0.668009996414,LearningTask,,,59.9775779623,3,2015_Mar_31_0937,3000,
