xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,,n,0.246994972229,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,0,0,0,0,0,0,0,0,,,,,,,,,,,,y,1,0.634587049484,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,0,0,0,0,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,h,-200,0,1,1,2,0,0,0,0,,,,,,,,,,,,h,1,0.267539978027,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,h,-200,0,1,1,2,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,0,2,2,1,0,0,0,0,,,,,,,,,,,,t,1,0.283983945847,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,0,2,2,1,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,g,-200,0,3,3,3,0,0,0,0,,,,,,,,,,,,g,1,0.334276914597,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,g,-200,0,3,3,3,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,g,-200,1,0,4,3,0,0,0,0,,,,,,,,,,,,g,1,0.351084947586,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,g,-200,1,0,4,3,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,1,1,5,1,0,0,0,0,,,,,,,,,,,,t,1,0.367429018021,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,1,1,5,1,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,h,-200,1,2,6,2,0,0,0,0,,,,,,,,,,,,h,1,0.350924015045,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,h,-200,1,2,6,2,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,1,3,7,0,0,0,0,0,,,,,,,,,,,,h,0,0.784610033035,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,1,3,7,0,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,,,,,,,,,0,0,0,0,0,0,0,0,None,,,y,1,0.517869949341,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,,,,,,,,,0,0,0,0,1,0,1,0,None,,,y,1,0.550932884216,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
200,y,200,,,,,,,,,0,0,0,0,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,,,,,,,,,0,1,1,1,0,0,0,0,None,,,t,1,0.518000841141,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
-200,t,200,,,,,,,,,0,1,1,1,,,,,,,,,,,LearningTask,,,59.9186285714,3,2015_Mar_18_1526,652,
