xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,space,0.438946008682,,,,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,h,-200,0,0,0,2,,,,,,,h,1,0.417736053467,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
-200,g,-200,0,1,1,3,,,,,,,g,1,0.517869949341,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,y,200,0,2,2,0,,,,,,,y,1,0.418152093887,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
-200,t,200,0,3,3,1,,,,,,,t,1,0.467236042023,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
-200,g,-200,,,,,0,0,0,3,,,g,1,0.584326028824,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,y,200,,,,,0,1,1,0,,,y,1,0.451063156128,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
-200,t,200,,,,,0,2,2,1,,,t,1,0.267385959625,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,h,-200,,,,,0,3,3,2,,,h,1,0.26730799675,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,y,200,,,,,1,0,4,0,,,y,1,0.300640106201,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
-200,g,-200,,,,,1,1,5,3,,,t,0,0.267288923264,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
200,h,-200,,,,,1,2,6,2,,,h,1,0.300978899002,LearningTask,,,59.9628297431,3,2015_Mar_05_1406,66,
