xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,space,0.227116107941,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,0,0,0,1,0,0,0,0,,,,,,,,,,,t,1,0.384474992752,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,0,0,0,1,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,0,1,1,1,0,0,0,0,,,,,,,,,,,t,1,0.434350013733,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,0,1,1,1,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,0,2,2,0,0,0,0,0,,,,,,,,,,,y,1,0.283982992172,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,0,2,2,0,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,0,3,3,0,0,0,0,0,,,,,,,,,,,y,1,0.317548036575,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,0,3,3,0,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,1,0,4,2,0,0,0,0,,,,,,,,,,,h,1,0.367655992508,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,1,0,4,2,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,1,1,5,3,0,0,0,0,,,,,,,,,,,g,1,0.317421197891,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,1,1,5,3,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,1,2,6,2,0,0,0,0,,,,,,,,,,,h,1,0.284268140793,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,1,2,6,2,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,1,3,7,3,0,0,0,0,,,,,,,,,,,g,1,0.367808103561,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,1,3,7,3,,,,,,,,,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,,,,,,,,,0,0,0,0,0,0,0,0,,,y,1,0.317588090897,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,y,200,,,,,,,,,0,0,0,0,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,,,,,,,,,0,1,1,3,0,0,0,0,,,g,1,0.417685985565,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,g,-200,,,,,,,,,0,1,1,3,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,,,,,,,,,0,2,2,1,0,0,0,0,,,t,1,0.28418803215,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
-200,t,200,,,,,,,,,0,2,2,1,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,,,,,,,,,0,3,3,2,0,0,0,0,,,h,1,0.317379951477,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
200,h,-200,,,,,,,,,0,3,3,2,,,,,,,,,,LearningTask,,,59.9405496867,3,2015_Mar_18_1616,20,
