xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,,space,0.675198078156,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,0,0,0,3,0,0,0,0,,,,,,,,,,,,g,1,0.50094294548,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,0,0,0,3,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,0,1,1,2,0,0,0,0,,,,,,,,,,,,h,1,0.367780923843,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,0,1,1,2,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,0,2,2,1,0,0,0,0,,,,,,,,,,,,t,1,0.400516033173,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,0,2,2,1,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,0,3,3,0,0,0,0,0,,,,,,,,,,,,y,1,0.434401988983,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,0,3,3,0,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,1,0,4,3,0,0,0,0,,,,,,,,,,,,g,1,0.584498882294,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,1,0,4,3,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,1,1,5,1,0,0,0,0,,,,,,,,,,,,t,1,0.551369905472,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,1,1,5,1,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,1,2,6,0,0,0,0,0,,,,,,,,,,,,y,1,0.35088801384,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,1,2,6,0,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,1,3,7,2,0,0,0,0,,,,,,,,,,,,h,1,0.334021806717,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,1,3,7,2,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,0,0,0,3,0,0,0,0,None,,,g,1,0.450968980789,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,g,-200,,,,,,,,,0,0,0,3,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,,,,,,,,,0,1,1,2,0,0,0,0,None,,,h,1,0.367481231689,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,h,-200,,,,,,,,,0,1,1,2,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,0,2,2,0,0,0,0,0,None,,,y,1,0.350586891174,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
200,y,200,,,,,,,,,0,2,2,0,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,0,3,3,1,0,0,0,0,None,,,t,1,0.334287166595,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
-200,t,200,,,,,,,,,0,3,3,1,,,,,,,,,,,LearningTask,,,59.9901024935,3,2015_Mar_18_1503,621,
