0.0684 	WARNING 	Movie2 stim could not be imported and won't be available
0.6928 	WARNING 	pygame audio lib was requested but not loaded: No module named pygame
2.7733 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [2560, 1440]. Using actual size
3.3404 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x11b3ae290>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3405 	EXP 	window1: recordFrameIntervals = False
3.5066 	EXP 	window1: recordFrameIntervals = True
3.6902 	EXP 	window1: recordFrameIntervals = False
3.6903 	EXP 	window1: recordFrameIntervals = False
3.7067 	EXP 	window1: recordFrameIntervals = False
116.9359 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [2560, 1440]. Using actual size
117.4952 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x11e767f38>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
117.4952 	EXP 	window1: recordFrameIntervals = False
117.6609 	EXP 	window1: recordFrameIntervals = True
117.8444 	EXP 	window1: recordFrameIntervals = False
117.8445 	EXP 	window1: recordFrameIntervals = False
117.8609 	EXP 	window1: recordFrameIntervals = False
179.8323 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [2560, 1440]. Using actual size
180.3774 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x11e77ea70>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
180.3775 	EXP 	window1: recordFrameIntervals = False
180.5435 	EXP 	window1: recordFrameIntervals = True
180.7272 	EXP 	window1: recordFrameIntervals = False
180.7273 	EXP 	window1: recordFrameIntervals = False
180.7437 	EXP 	window1: recordFrameIntervals = False
226.5714 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [2560, 1440]. Using actual size
227.0809 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x11e783ef0>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
227.0809 	EXP 	window1: recordFrameIntervals = False
227.2466 	EXP 	window1: recordFrameIntervals = True
227.4303 	EXP 	window1: recordFrameIntervals = False
227.4304 	EXP 	window1: recordFrameIntervals = False
227.4468 	EXP 	window1: recordFrameIntervals = False
