xPos,corrAns,yPos,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,ReDoLoop.thisRepN,ReDoLoop.thisTrialN,ReDoLoop.thisN,ReDoLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,expName,gender (m/f),age,frameRate,session,date,participant,
,,,,,,,,,,,,,,,,,,,,space,0.248799085617,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,0,0,0,3,0,0,0,0,,,,,,,,,,,,g,1,0.451008081436,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,0,0,0,3,1,0,1,0,,,,,,,,,,,,g,1,0.434606075287,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,0,0,0,3,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,t,200,0,1,1,1,0,0,0,0,,,,,,,,,,,,t,1,0.434378862381,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,t,200,0,1,1,1,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,h,-200,0,2,2,2,0,0,0,0,,,,,,,,,,,,h,1,0.35090303421,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,h,-200,0,2,2,2,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,y,200,0,3,3,0,0,0,0,0,,,,,,,,,,,,y,1,0.501049041748,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,y,200,0,3,3,0,,,,,,,,,,,,,,,,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,h,-200,,,,,,,,,0,0,0,2,0,0,0,0,None,,,y,0,0.584170103073,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
200,h,-200,,,,,,,,,0,0,0,2,,,,,,,,,,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,0,0,0,0,None,,,g,1,0.784301042557,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,1,0,1,0,None,,,None,0,,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,2,0,2,0,None,,,t,0,0.517904996872,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,3,0,3,0,None,,,t,0,0.500895023346,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,4,0,4,0,None,,,t,0,0.434275150299,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,5,0,5,0,None,,,t,0,0.467670917511,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,6,0,6,0,None,,,g,1,0.350671052933,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,7,0,7,0,None,,,g,1,0.384284973145,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,8,0,8,0,None,,,g,1,0.300755977631,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,9,0,9,0,None,,,g,1,0.267454147339,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,10,0,10,0,None,,,g,1,0.350820064545,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,11,0,11,0,None,,,g,1,0.317225933075,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,12,0,12,0,None,,,g,1,0.267388105392,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,13,0,13,0,None,,,g,1,0.250967979431,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,14,0,14,0,None,,,g,1,0.317366123199,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,15,0,15,0,None,,,g,1,0.184181928635,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,16,0,16,0,None,,,g,1,0.250945806503,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,17,0,17,0,None,,,g,1,0.267382144928,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,18,0,18,0,None,,,g,1,0.117449045181,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
-200,g,-200,,,,,,,,,0,1,1,3,19,0,19,0,None,,,g,1,0.150900125504,LearningTask,,,59.9628297431,3,2015_Mar_18_1608,401,
