0.3358 	WARNING 	Movie2 stim could not be imported and won't be available
4.0684 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0xe0c0df0>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.0684 	EXP 	window1: recordFrameIntervals = False
4.2343 	EXP 	window1: recordFrameIntervals = True
4.4180 	EXP 	window1: recordFrameIntervals = False
5.9555 	EXP 	Set  sound=C
5.9869 	EXP 	Set  sound=900.0
5.9869 	EXP 	Sound  set volume 0.200
5.9916 	EXP 	<method-wrapper '__getattribute__' of attributeSetter object at 0x587c10>: vertices = array([[-0.25,  0.25],
       [ 0.25,  0.25],
       [ 0.25, -0.25],
       [-0.25, -0.25]])
5.9940 	EXP 	Created polygon = Rect(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-2.0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
6.0030 	EXP 	Created sequence: random, trialTypes=1, nReps=1000, seed=None
6.0084 	EXP 	New trial (rep=0, index=0): None
6.0085 	EXP 	window1: recordFrameIntervals = False
6.0356 	EXP 	window1: recordFrameIntervals = False
6.5362 	EXP 	Sound  started
6.5526 	EXP 	polygon: autoDraw = True
6.7027 	EXP 	Sound  stopped
7.5034 	EXP 	Sound  stopped
7.5090 	EXP 	New trial (rep=1, index=0): None
7.5090 	EXP 	window1: recordFrameIntervals = False
7.5367 	EXP 	polygon: autoDraw = False
7.5368 	EXP 	window1: recordFrameIntervals = False
8.0375 	EXP 	Sound  started
8.0539 	EXP 	polygon: autoDraw = True
8.2041 	EXP 	Sound  stopped
9.0051 	EXP 	Sound  stopped
9.0119 	EXP 	New trial (rep=2, index=0): None
9.0119 	EXP 	window1: recordFrameIntervals = False
9.0384 	EXP 	polygon: autoDraw = False
9.0384 	EXP 	window1: recordFrameIntervals = False
9.5390 	EXP 	Sound  started
9.5554 	EXP 	polygon: autoDraw = True
9.7055 	EXP 	Sound  stopped
10.5060 	EXP 	Sound  stopped
10.5116 	EXP 	New trial (rep=3, index=0): None
10.5117 	EXP 	window1: recordFrameIntervals = False
10.5392 	EXP 	polygon: autoDraw = False
10.5393 	EXP 	window1: recordFrameIntervals = False
11.0399 	EXP 	Sound  started
11.0563 	EXP 	polygon: autoDraw = True
11.2064 	EXP 	Sound  stopped
12.0069 	EXP 	Sound  stopped
12.0125 	EXP 	New trial (rep=4, index=0): None
12.0125 	EXP 	window1: recordFrameIntervals = False
12.0403 	EXP 	polygon: autoDraw = False
12.0403 	EXP 	window1: recordFrameIntervals = False
12.5409 	EXP 	Sound  started
12.5573 	EXP 	polygon: autoDraw = True
12.7073 	EXP 	Sound  stopped
13.5079 	EXP 	Sound  stopped
13.5135 	EXP 	New trial (rep=5, index=0): None
13.5135 	EXP 	window1: recordFrameIntervals = False
13.5414 	EXP 	polygon: autoDraw = False
13.5414 	EXP 	window1: recordFrameIntervals = False
14.0420 	EXP 	Sound  started
14.0585 	EXP 	polygon: autoDraw = True
14.2085 	EXP 	Sound  stopped
15.0089 	EXP 	Sound  stopped
15.0145 	EXP 	New trial (rep=6, index=0): None
15.0145 	EXP 	window1: recordFrameIntervals = False
15.0423 	EXP 	polygon: autoDraw = False
15.0424 	EXP 	window1: recordFrameIntervals = False
15.5430 	EXP 	Sound  started
15.5594 	EXP 	polygon: autoDraw = True
15.7094 	EXP 	Sound  stopped
16.5108 	EXP 	Sound  stopped
16.5179 	EXP 	New trial (rep=7, index=0): None
16.5179 	EXP 	window1: recordFrameIntervals = False
16.5441 	EXP 	polygon: autoDraw = False
16.5441 	EXP 	window1: recordFrameIntervals = False
17.0447 	EXP 	Sound  started
17.0609 	EXP 	polygon: autoDraw = True
17.2112 	EXP 	Sound  stopped
